group,set,condition,context-type,context,sentence,question,FALSE,CORRECT,FIRST,SECOND
D,10,b,כללי,החקירה החשובה בעניין הסחורה הלא חוקית תתרחש מחר,לקראת החקירה הבלשית איתרה את המבריחה שהסייענים הפיקחים והזריזים עזרו לה תמורת תשלום גבוה,?למי הסייענים עזרו,הבלשית,המבריחה,הבלשית,המבריחה
D,11,a,יחד,האחראית והקופאיות היו במשמרת בוקר ביחד לפני יומיים,באמצע המשמרת האחראית קראה לקופאית שהלקוחות התובעניים והדעתניים הקשיבו לה בתשומת לב,?למי הלקוחות הקשיבו,האחראית,הקופאית,האחראית,הקופאית
D,12,b,כללי,תחרות המחול המודרני התחילה לפני שעה ואירחה מלא אנשים,בתוך ההמון הכוריאוגרפית זיהתה את הרקדנית שהמלהקים המתנשאים במחזמר לעגו לה במהלך האודישן הראשון,?למי המלהקים לעגו,הכוריאוגרפית,הרקדנית,הכוריאוגרפית,הרקדנית
D,13,c,נפרד,הזקנות הכינו ארוחת צהריים והדיירת התקינה את המקרר החדש,באותו יום הדיירת אירחה את הזקנה שהשכנים גסי הרוח ריכלו עליה באסיפת הבניין האחרונה,?על מי השכנים ריכלו,הדיירת,הזקנה,הדיירת,הזקנה
D,14,d,רק פילר,הציירות טסו לתערוכה הבינלאומית שתתרחש במוזיאון המפורסם,בפתיחת התערוכה הסוחרת שוחחה עם הציירת שהאספנים העשירים והמסתוריים הסתכלו עליה בהתפלאות,?על מי האספנים הסתכלו,הסוחרת,הציירת,הסוחרת,הציירת
D,15,b,כללי,הקורס הצבאי הקשה והתובעני התחיל אתמול,בסיום הקורס הקצינה הכשירה את המפקדת שהטירונים המבולבלים והעייפים פחדו ממנה פחד עצום,?ממי הטירונים פחדו,הקצינה,המפקדת,הקצינה,המפקדת
D,16,a,יחד,הצלמת והדוגמניות התכוננו ביחד לסשן הצילום בעקבות הפגישה,לקראת הסשן הצלמת בחרה את הדוגמנית שהמעצבים הנחשבים ביותר התנכלו לה אחרי הראיון למגזין,?למי המעצבים התנכלו,הצלמת,הדוגמנית,הצלמת,הדוגמנית
D,17,c,נפרד,הכתבות התכוננו לעבודה והמגישה אכלה סנדוויץ,במהלך העבודה המגישה ראיינה את הכתבת שהבכירים בערוץ המרכזי התרשמו ממנה הודות למקצועיות יוצאת דופן,?ממי הבכירים התרשמו,המגישה,הכתבת,המגישה,הכתבת
D,18,d,רק פילר,המלצריות עשו קניות בסופרמרקט הסמוך,בזמן האחרון הטבחית חיבבה את המלצרית שהסועדים השבעים והמרוצים החמיאו לה כמעט כל יום,?למי הסועדים החמיאו,הטבחית,המלצרית,הטבחית,המלצרית
D,19,b,כללי,סדנת המוזיקה השנתית התחילה היום ותסתיים בעוד יומיים,בתחילת הסדנה הפסנתרנית הציגה את המלחינה שהכנרים הותיקים והמפורסמים התפעלו ממנה במהלך החזרות לקונצרט,?ממי הכנרים התפעלו,הפסנתרנית,המלחינה,הפסנתרנית,המלחינה
D,20,a,יחד,הפקחית והנהגות קנו חטיפים ביחד מתחנת הדלק הקרובה,ליד הצומת הפקחית צילמה את הנהגת שהאופנוענים חסרי הזהירות חמקו ממנה בזמן שהרמזור התחלף,?ממי האופנוענים חמקו,הפקחית,הנהגת,הפקחית,הנהגת
D,21,c,נפרד,הטניסאיות התווכחו אחרי התחרות והשופטת צפתה בהקלטת המשחק,בסוף הויכוח השופטת פסלה את הטניסאית שהצופים מהיציע העליון ניגשו אליה במחצית של המשחק,?למי הצופים ניגשו,השופטת,הטניסאית,השופטת,הטניסאית
D,22,b,כללי,אזור הדיור הציבורי החדש יהיה מוכן לאכלס דיירים אחרי הפגישה המסכמת,מאז הפגישה הראשונה האדריכלית שנאה את המתווכת שהדיירים הזהירים והמנוסים סמכו עליה בתהליך כתיבת החוזה,?על מי הדיירים סמכו,האדריכלית,המתווכת,האדריכלית,המתווכת
D,23,a,יחד,המתרגלת והסטודנטיות הלכו לקפיטריה ביחד בבוקר,בסוף ההפסקה המתרגלת התיידדה עם הסטודנטית שהמרצים חסרי הנסיון ייעצו לה בזמן המבחן הקשה,?למי המרצים ייעצו,המתרגלת,הסטודנטית,המתרגלת,הסטודנטית
D,24,c,נפרד,הפסיכולוגיות העבירו שאלון כללי והמאבחנת דיווחה על מקרה חריג,בסוף המשמרת המאבחנת חיפשה את הפסיכולוגית שהמטופלים באגף השיקום נקשרו אליה הודות ליחס האישי,?למי המטופלים נקשרו,המאבחנת,הפסיכולוגית,המאבחנת,הפסיכולוגית
D,25,d,רק פילר,השחייניות נפגשו ליד הבריכה האולימפית אחרי התחרות,בהמשך היום השדרנית ראיינה את השחיינית שהמתחרים המובילים בעולם צפו בה במהלך סיקור התוצאות,?מי המתחרים הדהימו,השדרנית,השחיינית,השדרנית,השחיינית
D,26,b,כללי,הכתבה העדכנית תפורסם אחרי הפגישה החודשית,בעקבות הפגישה העורכת צינזרה את העיתונאית שהקוראים האדוקים והמשכילים השפיעו עליה בנוגע למאמר הנוקב,?על מי הקוראים השפיעו,העורכת,העיתונאית,העורכת,העיתונאית
D,27,a,יחד,התורמת והחוקרות חיכו לתוצאות ביחד אחרי השלמת הניסוי,באותו זמן התורמת הקשיבה לחוקרת שהמתמחים העצלנים והתלותיים הפריעו לה בתהליך אישור המענק,?למי המתמחים הפריעו,התורמת,החוקרת,התורמת,החוקרת
D,28,c,נפרד,המלבישות הכינו את התפאורה והסדרנית התקשרה לחברת ההובלות,בתחילת ההופעה הסדרנית ליוותה את המלבישה שהגברים החצופים והמופרעים הציקו לה בכניסה לבניין,?למי הגברים הציקו,הסדרנית,המלבישה,הסדרנית,המלבישה
D,29,d,רק פילר,המאפרות תלו אורות צבעוניים ביחד לפני החתונה,בקבלת הפנים הכלה נצמדה למאפרת שהאורחים הנחמדים והחייכנים הודו לה בלבביות רבה,?למי האורחים הודו,הכלה,המאפרת,הכלה,המאפרת
D,30,b,כללי,מחלקת הנשים הייתה מאד רגועה לפני המשמרת,בתחילת המשמרת האחות ניחמה את המיילדת שהמתלמדים החדשים והמתנשאים זלזלו בה בצורה מעליבה ופוגענית,?במי המתלמדים זלזלו,האחות,המיילדת,האחות,המיילדת
D,31,a,יחד,המתנדבת והנבדקות קראו ביחד את הוראות הניסוי לפני תחילתו,במהלך הניסוי המתנדבת הקליטה את הנבדקת שעוזרי המחקר המנוסים דיברו איתה בעניין רב,?עם מי עוזרי המחקר דיברו,המתנדבת,הנבדקת,המתנדבת,הנבדקת
D,32,c,נפרד,הספרניות ארגנו ביחד את התיקיות בקטלוג והרכזת הכינה מצגת מסכמת,תוך כדי העבודה הרכזת זירזה את הספרנית שהפועלים האיטיים והיסודיים עזרו לה בהכנות,?למי הפועלים עזרו,הרכזת,הספרנית,הרכזת,הספרנית
D,1,filler,filler,הטייסת והדיילות תפעלו את המערכת,לפני תחילת הנסיעה הדיילת שהנוסעים ריגשו הביטה בטייסת בעלת התסרוקת המוזרה,?את מי הנוסעים ריגשו,הטייסת,הדיילת,הדיילת,הטייסת
D,2,filler,filler,חנות השירות העצמי נפתחה לפני שבוע,בגלל חוסר אחריות המכונה שנשברה על-ידי הצרכנים המגושמים חשפה את קופסת הכסף שבתוכה,?מה הצרכנים שברו,קופסת הכסף,המכונה,המכונה,קופסת הכסף
D,3,filler,filler,הבנאים מרעישים הרבה בלילה,בנוסף לרעש המרפאה שנבנית על-ידי הבנאים החרוצים מסתירה את הדירה שבקצה השכונה,?מה הבנאים בונים,הדירה,המרפאה,המרפאה,הדירה
D,4,filler,filler,האומנת כיבסה את הבגדים והאמא בישלה ארוחת ערב,אחרי חיפוש ארוך באינטרנט האמא שתמיד התלהבה ממותגים יקרים שכרה את האומנת היצירתית,?את מי המותגים מלהיבים,האומנת,האמא,האמא,האומנת
D,5,filler,filler,האצניות צפו במירוץ ביחד,בדרך הביתה אחרי המירוץ האצנית שהתאכזבה מהעמיתים שלה הביטה בבחורה הבוכה לבד בצד הדרך,?את מי הקרובים אכזבו,הבחורה,האצנית,האצנית,הבחורה
D,6,filler,filler,הכבשים נלקחו לבדיקה כללית והתרנגולת הסתובבה לידן,אחרי הבדיקה הכבשה שטופלה על-ידי החקלאי בעטה בתרנגולת שהיתה לידה,?במי החקלאי טיפל,התרנגולת,הכבשה,הכבשה,התרנגולת
D,7,filler,filler,אתמול התקיימה פגישה על הצוואה,הבוקר האלמנה שהחשבונאים הקפדנים העריכו החליטה לתרום לחברה במקום להחליט על יורשת,?את מי החשבונאים העריכו,לחברה,האלמנה,האלמנה,לחברה
D,8,filler,filler,הכדורגלניות צפו בתחרות ביחד בערב,במהלך המשחק המתמודדים העליבו את הכדורגלנית החלשה שניצלה את העמיתה שלה מהקבוצה הגדולה,?את מי המתמודדים העליבו,העמיתה,הכדורגלניות,הכדורגלניות,העמיתה
D,9,filler,filler,הכדורסלניות והמאמנת הסתודדו,בגמר הגדול הכדורסלנית שהקהל כיבד כי היא מקשיבה למאמנת המנוסה שיחקה מצוין,?את מי הקהל מכבד,המאמנת,הכדורסלניות,הכדורסלניות,המאמנת
D,10,filler,filler,המנקות יצאו לטייל בפארק ביחד,המנקה שכעסה על המעסיקים ביקשה מהשכירה היומית שתעשה את העבודה שלה במקומה,?את מי המעסיקים הכעיסו,השכירה,המנקה,המנקה,השכירה
D,11,filler,filler,הגבירה שתתה תה והחייטת מדדה את הבד,באותו יום הגבירה שהיתה מתוסכלת מהעיצוב הפשוט של השמלה הרחיקה את החייטת הענייה מהמפעל,?את מי העיצוב תסכל,החייטת,הגבירה,הגבירה,החייטת
D,12,filler,filler,השחקניות השתתפו ביחד במשחק הראשון של הטורניר,אחרי הענקת המדליות השוערת שניצחה במשחק האלים של שכבת הנוער נעלבה מהשופט ובעטה בשחקנית שעמדה בצד,?את מי השופט העליב,השחקנית,השוערת,השוערת,השחקנית
D,13,filler,filler,המארגנת מילאה את הכוס שלה בזמן שהתקליטנית בחרה שיר,לפני ההופעה הגברים הציקו לתקליטנית שהיתה עסוקה בשיחה עם המארגנת,?למי הגברים הציקו,המארגנת,התקליטנית,התקליטנית,המארגנת
D,14,filler,filler,החזירות התגלגלו באדמה בעוד החתולה שיחקה בצמחים,באותו יום היו שם בחורים אכזריים שהרביצו לחתולה ששיחקה הכי קרוב לחזירות,?למי הבחורים הרביצו,החזירות,החתולה,החתולה,החזירות
D,15,filler,filler,הפרה ישנה בשמש והסוסות שיחקו ליד הבריכה,קצת אחרי הסוסה האצילה שהילדים רכבו עליה פגעה בפרה הלבנה שהיתה ליד הבריכה,?על מי הילדים רכבו,הפרה,הסוסה,הסוסה,הפרה
D,16,filler,filler,הכרטיסנית והבת שלה עלו ביחד לרכבת,לפני הנסיעה הכרטיסנית שכעסה בגלל הנוסעים שוחחה עם הבת שלה שדפדפה באינסטגרם,?את מי הנוסעים הכעיסו,הבת,הכרטיסנית,הכרטיסנית,הבת
D,17,filler,filler,הילדה דיברה עם האמהות בגן,לפני זה הילדה שהתעצבנה מהילד המפונק של השכנים דיברה עם אמה שהיתה עסוקה ולא התייחסה אליה,?את מי הילד עיצבן,האם,הילדה,הילדה,האם
D,18,filler,filler,בדיקות הראייה הפכו מאד יקרות,אחרי הביקור הרפואי החולָה קיבלה החזר כספי מקופת החולים כי היא התאכזבה מהאופטיקאית הצעירה,?למי קופת החולים נתנה החזר כספי,האופטיקאית,החולָה,החולָה,האופטיקאית
D,19,filler,filler,הסטנדאפיסטיות החליטו להמשיך לחגוג והזוכה התכוננה לחזור הביתה,בעקבות האירוע הזוכה כעסה על הקהל כי הוא לא השתתף בהופעה של הסטנדאפיסטית הקרובה אליה,?את מי הקהל הכעיס,הסטנדאפיסטית,הזוכה,הזוכה,הסטנדאפיסטית
D,20,filler,filler,הדודות בישלו ארוחת ערב כשהפושעת הסתובבה בשכונה,בסיום הארוחה הדודה הפחדנית שהתושבים הזהירו מכניסת הפושעת המסוכנת לבניין שלה נעלה את הדלת,?את מי התושבים הזהירו,הפושעת,הדודה,הדודה,הפושעת
D,21,filler,filler,הנשים והליצניות התכוננו ביחד למסיבה,בתחילת המסיבה האישה שהחוגגים התשושים הפחידו צעקה והלחיצה את הליצנית הידידותית,?את מי החוגגים הפחידו,הליצנית,האישה,האישה,הליצנית
D,22,filler,filler,הכלבה והגורות שחו באגם ביחד,באותו יום הגורה שהוטרינר הרים נשכה את הכלבה המסכנה כי היא פחדה,?את מי הוטרינר הרים,הכלבה,הגורה,הגורה,הכלבה
D,23,filler,filler,הילדות רצו בחצר ביחד,באותו זמן הכלבה שנבהלה מהחתולים האגרסיביים של הסבתא רדפה אחרי הילדה הקטנה ביותר בחבורה,?את מי החתולים הבהילו,הילדה,הכלבה,הכלבה,הילדה
D,24,filler,filler,המנקות והמשרתות רוקנו את המקרר,אחרי הזזת המקרר העדים הפלילו את המשרתת החדשה שעמדה צמוד למנקה הנמוכה ודיברה איתה,?את מי העדים הפלילו,המנקה,המשרתת,המשרתת,המנקה
D,25,filler,filler,הנשים והמומחיות השתתפו ביחד בתכנית מיוחדת,בתקופה זו המומחית שהאסיסטנטים אירחו טיפלה באישה האמיצה שנלחמה במחלה,?את מי האסיסטנטים אירחו,האישה,המומחית,המומחית,האישה
D,26,filler,filler,ההפגנה התחילה בכיכר הקרובה,אחרי ההפגנה המפגינים איימו על הנערה הרגועה שהצביעה על המתפללת מהכפר הקטן,?על מי המפגינים איימו,המתפללת,הנערה,הנערה,המתפללת
D,27,filler,filler,השקת הספר היתה מרגשת,במהלך האירוע המשוררת שהקהל הקשוח אהב תמכה בנכדה המוכשרת שלה כדי שתגשים את חלומה,?את מי הקהל אהב,הנכדה,המשוררת,המשוררת,הנכדה
D,28,filler,filler,הפעילות נפגשו אתמול בבוקר,באותו בוקר השרה הוותיקה שהאנליסטים ליוו במהלך ניסוח החוק ביקשה מהפעילה לעזור בקידומו,?את מי האנליסטים ליוו,הפעילה,השרה,השרה,הפעילה
D,29,filler,filler,הכבאיות הוזעקו לאזור השריפה,אחרי השריפה השומרת שמנעה את הכבאית מלהיכנס לאזור המסוכן הוענשה על-ידי התושבים של הכפר,?את מי התושבים הענישו,הכבאית,השומרת,השומרת,הכבאית
D,30,filler,filler,המשרדים הסמוכים חוברו למשרד אחד,בגלל השינוי המוקדנית שהתבלבלה בגלל הלקוחות ביקשה מהמזכירה לחזור למשרד החדש ביחד,?את מי הלקוחות בלבלו,המזכירה,המוקדנית,המוקדנית,המזכירה
D,31,filler,filler,הנואמות התכוננו ביחד לעלייה לבמה,אחרי סיום הנאום המפגינים העקשנים שמרו על הנואמת שנפגעה על-ידי המשאית שנסעה במהירות,?על מי המפגינים שמרו,המשאית,הנואמת,הנואמת,המשאית
D,32,filler,filler,הקשישות הלכו למועדון והמטפלת עישנה בחוץ,בכניסה למועדון הקליינטים קיללו את המטפלת הביישנית ששכחה לעזור לקשישה להתלבש לפני האירוע,?את מי הקליינטים קיללו,הקשישה,המטפלת,המטפלת,הקשישה
